item,year,gsdp,state
"Agriculture, forestry and fishing",2014-15,3211065,Jharkhand
"Agriculture, forestry and fishing",2015-16,3632150,Jharkhand
Crops,2011-12,1342099,Jharkhand
Crops,2012-13,1611776,Jharkhand
Crops,2013-14,1812103,Jharkhand
Crops,2014-15,2094466,Jharkhand
Crops,2015-16,2431179,Jharkhand
Livestock,2011-12,477585,Jharkhand
Livestock,2012-13,459416,Jharkhand
Livestock,2013-14,493408,Jharkhand
Livestock,2014-15,562503,Jharkhand
Livestock,2015-16,594001,Jharkhand
Forestry and logging,2011-12,357560,Jharkhand
Forestry and logging,2012-13,399912,Jharkhand
Forestry and logging,2013-14,438916,Jharkhand
Forestry and logging,2014-15,445149,Jharkhand
Forestry and logging,2015-16,478733,Jharkhand
Fishing and aquaculture,2011-12,56302,Jharkhand
Fishing and aquaculture,2012-13,79107,Jharkhand
Fishing and aquaculture,2013-14,99788,Jharkhand
Fishing and aquaculture,2014-15,108947,Jharkhand
Fishing and aquaculture,2015-16,128237,Jharkhand
Mining and quarrying,2011-12,1620374,Jharkhand
Mining and quarrying,2012-13,1879069,Jharkhand
Mining and quarrying,2013-14,1858615,Jharkhand
Mining and quarrying,2014-15,2037289,Jharkhand
Mining and quarrying,2015-16,2199381,Jharkhand
Manufacturing,2011-12,3016583,Jharkhand
Manufacturing,2012-13,3797607,Jharkhand
Manufacturing,2013-14,3660373,Jharkhand
Manufacturing,2014-15,4114148,Jharkhand
Manufacturing,2015-16,4569985,Jharkhand
"Electricity, gas, water supply & other utility services",2011-12,241235,Jharkhand
"Electricity, gas, water supply & other utility services",2012-13,302773,Jharkhand
"Electricity, gas, water supply & other utility services",2013-14,335541,Jharkhand
"Electricity, gas, water supply & other utility services",2014-15,337489,Jharkhand
"Electricity, gas, water supply & other utility services",2015-16,379501,Jharkhand
Construction,2011-12,1439526,Jharkhand
Construction,2012-13,1455717,Jharkhand
Construction,2013-14,1699296,Jharkhand
Construction,2014-15,1789834,Jharkhand
Construction,2015-16,1927075,Jharkhand
"Trade, repair, hotels and restaurants",2011-12,1152143,Jharkhand
"Trade, repair, hotels and restaurants",2012-13,1383070,Jharkhand
"Trade, repair, hotels and restaurants",2013-14,1595751,Jharkhand
"Trade, repair, hotels and restaurants",2014-15,1991359,Jharkhand
"Trade, repair, hotels and restaurants",2015-16,2387496,Jharkhand
Trade & repair services,2011-12,1065983,Jharkhand
Trade & repair services,2012-13,1272474,Jharkhand
Trade & repair services,2013-14,1479141,Jharkhand
Trade & repair services,2014-15,1840196,Jharkhand
Trade & repair services,2015-16,2204400,Jharkhand
Hotels & restaurants,2011-12,86160,Jharkhand
Hotels & restaurants,2012-13,110596,Jharkhand
Hotels & restaurants,2013-14,116610,Jharkhand
Hotels & restaurants,2014-15,151163,Jharkhand
Hotels & restaurants,2015-16,183096,Jharkhand
"Transport, storage, communication & services related to broadcasting",2011-12,975954,Jharkhand
"Transport, storage, communication & services related to broadcasting",2012-13,1148809,Jharkhand
"Transport, storage, communication & services related to broadcasting",2013-14,1325607,Jharkhand
"Transport, storage, communication & services related to broadcasting",2014-15,1470022,Jharkhand
"Transport, storage, communication & services related to broadcasting",2015-16,1690746,Jharkhand
Railways,2011-12,297906,Jharkhand
Railways,2012-13,362089,Jharkhand
Railways,2013-14,404019,Jharkhand
Railways,2014-15,472702,Jharkhand
Railways,2015-16,551345,Jharkhand
Road transport,2011-12,458247,Jharkhand
Road transport,2012-13,530804,Jharkhand
Road transport,2013-14,608092,Jharkhand
Road transport,2014-15,649648,Jharkhand
Road transport,2015-16,729492,Jharkhand
Water transport,2011-12,0,Jharkhand
Water transport,2012-13,NA,Jharkhand
Water transport,2013-14,0,Jharkhand
Water transport,2014-15,0,Jharkhand
Water transport,2015-16,0,Jharkhand
Air transport,2011-12,1373,Jharkhand
Air transport,2012-13,2448,Jharkhand
Air transport,2013-14,3362,Jharkhand
Air transport,2014-15,6716,Jharkhand
Air transport,2015-16,11455,Jharkhand
Services incidental to transport,2011-12,22315,Jharkhand
Services incidental to transport,2012-13,26547,Jharkhand
Services incidental to transport,2013-14,27554,Jharkhand
Services incidental to transport,2014-15,17436,Jharkhand
Services incidental to transport,2015-16,16136,Jharkhand
Storage,2011-12,384,Jharkhand
Storage,2012-13,388,Jharkhand
Storage,2013-14,378,Jharkhand
Storage,2014-15,306,Jharkhand
Storage,2015-16,284,Jharkhand
Communication & services related to broadcasting,2011-12,195729,Jharkhand
Communication & services related to broadcasting,2012-13,226533,Jharkhand
Communication & services related to broadcasting,2013-14,282202,Jharkhand
Communication & services related to broadcasting,2014-15,323214,Jharkhand
Communication & services related to broadcasting,2015-16,382034,Jharkhand
Financial services,2011-12,414386,Jharkhand
Financial services,2012-13,462493,Jharkhand
Financial services,2013-14,509609,Jharkhand
Financial services,2014-15,551441,Jharkhand
Financial services,2015-16,606546,Jharkhand
"Real estate, ownership of dwelling & professional services",2011-12,1101151,Jharkhand
"Real estate, ownership of dwelling & professional services",2012-13,1290003,Jharkhand
"Real estate, ownership of dwelling & professional services",2013-14,1450196,Jharkhand
"Real estate, ownership of dwelling & professional services",2014-15,1656784,Jharkhand
"Real estate, ownership of dwelling & professional services",2015-16,1898288,Jharkhand
Public administration,2011-12,981782,Jharkhand
Public administration,2012-13,927373,Jharkhand
Public administration,2013-14,928783,Jharkhand
Public administration,2014-15,1088325,Jharkhand
Public administration,2015-16,1126349,Jharkhand
Other services,2011-12,736279,Jharkhand
Other services,2012-13,885544,Jharkhand
Other services,2013-14,1045235,Jharkhand
Other services,2014-15,1375410,Jharkhand
Other services,2015-16,1690431,Jharkhand
"Agriculture, forestry and fishing",2011-12,7554868,Karnataka
"Agriculture, forestry and fishing",2012-13,8180610,Karnataka
"Agriculture, forestry and fishing",2013-14,9670052,Karnataka
"Agriculture, forestry and fishing",2014-15,11219422,Karnataka
"Agriculture, forestry and fishing",2015-16,10806128,Karnataka
Crops,2011-12,5339455,Karnataka
Crops,2012-13,5749544,Karnataka
Crops,2013-14,6992419,Karnataka
Crops,2014-15,8157179,Karnataka
Crops,2015-16,7517661,Karnataka
Livestock,2011-12,1349662,Karnataka
Livestock,2012-13,1506993,Karnataka
Livestock,2013-14,1634066,Karnataka
Livestock,2014-15,1868771,Karnataka
Livestock,2015-16,2117661,Karnataka
Forestry and logging,2011-12,593458,Karnataka
Forestry and logging,2012-13,604866,Karnataka
Forestry and logging,2013-14,658629,Karnataka
Forestry and logging,2014-15,693082,Karnataka
Forestry and logging,2015-16,720704,Karnataka
Fishing and aquaculture,2011-12,272293,Karnataka
Fishing and aquaculture,2012-13,319207,Karnataka
Fishing and aquaculture,2013-14,384938,Karnataka
Fishing and aquaculture,2014-15,500390,Karnataka
Fishing and aquaculture,2015-16,450102,Karnataka
Mining and quarrying,2011-12,450254,Karnataka
Mining and quarrying,2012-13,407345,Karnataka
Mining and quarrying,2013-14,617181,Karnataka
Mining and quarrying,2014-15,846882,Karnataka
Mining and quarrying,2015-16,413803,Karnataka
Manufacturing,2011-12,9713888,Karnataka
Manufacturing,2012-13,10850509,Karnataka
Manufacturing,2013-14,11794288,Karnataka
Manufacturing,2014-15,12953843,Karnataka
Manufacturing,2015-16,14170107,Karnataka
"Electricity, gas, water supply & other utility services",2011-12,1082882,Karnataka
"Electricity, gas, water supply & other utility services",2012-13,1147835,Karnataka
"Electricity, gas, water supply & other utility services",2013-14,1275595,Karnataka
"Electricity, gas, water supply & other utility services",2014-15,1425762,Karnataka
"Electricity, gas, water supply & other utility services",2015-16,1502906,Karnataka
Construction,2011-12,5033145,Karnataka
Construction,2012-13,5233950,Karnataka
Construction,2013-14,5940134,Karnataka
Construction,2014-15,6104799,Karnataka
Construction,2015-16,6586669,Karnataka
"Trade, repair, hotels and restaurants",2011-12,6044367,Karnataka
"Trade, repair, hotels and restaurants",2012-13,6965384,Karnataka
"Trade, repair, hotels and restaurants",2013-14,8309100,Karnataka
"Trade, repair, hotels and restaurants",2014-15,8991658,Karnataka
"Trade, repair, hotels and restaurants",2015-16,9894203,Karnataka
Trade & repair services,2011-12,4957019,Karnataka
Trade & repair services,2012-13,5774921,Karnataka
Trade & repair services,2013-14,7007816,Karnataka
Trade & repair services,2014-15,7523720,Karnataka
Trade & repair services,2015-16,8234129,Karnataka
Hotels & restaurants,2011-12,1087348,Karnataka
Hotels & restaurants,2012-13,1190463,Karnataka
Hotels & restaurants,2013-14,1301284,Karnataka
Hotels & restaurants,2014-15,1467938,Karnataka
Hotels & restaurants,2015-16,1660073,Karnataka
"Transport, storage, communication & services related to broadcasting",2011-12,3351079,Karnataka
"Transport, storage, communication & services related to broadcasting",2012-13,3839568,Karnataka
"Transport, storage, communication & services related to broadcasting",2013-14,4405851,Karnataka
"Transport, storage, communication & services related to broadcasting",2014-15,5097652,Karnataka
"Transport, storage, communication & services related to broadcasting",2015-16,6072643,Karnataka
Railways,2011-12,202215,Karnataka
Railways,2012-13,229754,Karnataka
Railways,2013-14,229577,Karnataka
Railways,2014-15,259482,Karnataka
Railways,2015-16,335247,Karnataka
Road transport,2011-12,2195731,Karnataka
Road transport,2012-13,2533015,Karnataka
Road transport,2013-14,2870094,Karnataka
Road transport,2014-15,3194576,Karnataka
Road transport,2015-16,3782060,Karnataka
Water transport,2011-12,26907,Karnataka
Water transport,2012-13,25331,Karnataka
Water transport,2013-14,22460,Karnataka
Water transport,2014-15,24152,Karnataka
Water transport,2015-16,23882,Karnataka
Air transport,2011-12,37365,Karnataka
Air transport,2012-13,67807,Karnataka
Air transport,2013-14,56345,Karnataka
Air transport,2014-15,171785,Karnataka
Air transport,2015-16,227201,Karnataka
Services incidental to transport,2011-12,47206,Karnataka
Services incidental to transport,2012-13,39823,Karnataka
Services incidental to transport,2013-14,44645,Karnataka
Services incidental to transport,2014-15,55349,Karnataka
Services incidental to transport,2015-16,61998,Karnataka
Storage,2011-12,27642,Karnataka
Storage,2012-13,31514,Karnataka
Storage,2013-14,34986,Karnataka
Storage,2014-15,42787,Karnataka
Storage,2015-16,48175,Karnataka
Communication & services related to broadcasting,2011-12,814013,Karnataka
Communication & services related to broadcasting,2012-13,912325,Karnataka
Communication & services related to broadcasting,2013-14,1147745,Karnataka
Communication & services related to broadcasting,2014-15,1349520,Karnataka
Communication & services related to broadcasting,2015-16,1594080,Karnataka
Financial services,2011-12,2879395,Karnataka
Financial services,2012-13,3211947,Karnataka
Financial services,2013-14,3610955,Karnataka
Financial services,2014-15,4094169,Karnataka
Financial services,2015-16,4482507,Karnataka
"Real estate, ownership of dwelling & professional services",2011-12,14366759,Karnataka
"Real estate, ownership of dwelling & professional services",2012-13,17695719,Karnataka
"Real estate, ownership of dwelling & professional services",2013-14,21856110,Karnataka
"Real estate, ownership of dwelling & professional services",2014-15,24766393,Karnataka
"Real estate, ownership of dwelling & professional services",2015-16,29229656,Karnataka
Public administration,2011-12,1488762,Karnataka
Public administration,2012-13,1785628,Karnataka
Public administration,2013-14,2060700,Karnataka
Public administration,2014-15,2232584,Karnataka
Public administration,2015-16,2376712,Karnataka
Other services,2011-12,3256051,Karnataka
Other services,2012-13,3837408,Karnataka
Other services,2013-14,4501578,Karnataka
Other services,2014-15,5308174,Karnataka
Other services,2015-16,6267020,Karnataka
"Agriculture, forestry and fishing",2011-12,4837594,Kerala
"Agriculture, forestry and fishing",2012-13,5036409,Kerala
"Agriculture, forestry and fishing",2013-14,5501261,Kerala
"Agriculture, forestry and fishing",2014-15,5930617,Kerala
"Agriculture, forestry and fishing",2015-16,5871958,Kerala
Crops,2011-12,2904593,Kerala
Crops,2012-13,2640015,Kerala
Crops,2013-14,2837347,Kerala
Crops,2014-15,3070386,Kerala
Crops,2015-16,2685772,Kerala
Livestock,2011-12,1125351,Kerala
Livestock,2012-13,1411393,Kerala
Livestock,2013-14,1548294,Kerala
Livestock,2014-15,1656104,Kerala
Livestock,2015-16,1890417,Kerala
Forestry and logging,2011-12,430286,Kerala
Forestry and logging,2012-13,469819,Kerala
Forestry and logging,2013-14,492782,Kerala
Forestry and logging,2014-15,499808,Kerala
Forestry and logging,2015-16,559582,Kerala
Fishing and aquaculture,2011-12,377363,Kerala
Fishing and aquaculture,2012-13,515183,Kerala
Fishing and aquaculture,2013-14,622837,Kerala
Fishing and aquaculture,2014-15,704319,Kerala
Fishing and aquaculture,2015-16,736188,Kerala
Mining and quarrying,2011-12,272483,Kerala
Mining and quarrying,2012-13,267683,Kerala
Mining and quarrying,2013-14,401836,Kerala
Mining and quarrying,2014-15,558824,Kerala
Mining and quarrying,2015-16,593520,Kerala
Manufacturing,2011-12,3420404,Kerala
Manufacturing,2012-13,4054145,Kerala
Manufacturing,2013-14,4069129,Kerala
Manufacturing,2014-15,4273567,Kerala
Manufacturing,2015-16,4670069,Kerala
"Electricity, gas, water supply & other utility services",2011-12,467898,Kerala
"Electricity, gas, water supply & other utility services",2012-13,538745,Kerala
"Electricity, gas, water supply & other utility services",2013-14,570824,Kerala
"Electricity, gas, water supply & other utility services",2014-15,482470,Kerala
"Electricity, gas, water supply & other utility services",2015-16,611019,Kerala
Construction,2011-12,5308794,Kerala
Construction,2012-13,5544177,Kerala
Construction,2013-14,6436556,Kerala
Construction,2014-15,7314003,Kerala
Construction,2015-16,7722140,Kerala
"Trade, repair, hotels and restaurants",2011-12,5321692,Kerala
"Trade, repair, hotels and restaurants",2012-13,6502369,Kerala
"Trade, repair, hotels and restaurants",2013-14,7368355,Kerala
"Trade, repair, hotels and restaurants",2014-15,8557345,Kerala
"Trade, repair, hotels and restaurants",2015-16,9916986,Kerala
Trade & repair services*,2011-12,4732163,Kerala
Trade & repair services*,2012-13,5849587,Kerala
Trade & repair services*,2013-14,6657209,Kerala
Trade & repair services*,2014-15,7763847,Kerala
Trade & repair services*,2015-16,9031847,Kerala
Hotels & restaurants,2011-12,589529,Kerala
Hotels & restaurants,2012-13,652782,Kerala
Hotels & restaurants,2013-14,711146,Kerala
Hotels & restaurants,2014-15,793498,Kerala
Hotels & restaurants,2015-16,885139,Kerala
"Transport, storage, communication & services related to broadcasting",2011-12,2797969,Kerala
"Transport, storage, communication & services related to broadcasting",2012-13,3110217,Kerala
"Transport, storage, communication & services related to broadcasting",2013-14,3608615,Kerala
"Transport, storage, communication & services related to broadcasting",2014-15,4020934,Kerala
"Transport, storage, communication & services related to broadcasting",2015-16,4613037,Kerala
Railways,2011-12,98140,Kerala
Railways,2012-13,119548,Kerala
Railways,2013-14,126962,Kerala
Railways,2014-15,147897,Kerala
Railways,2015-16,172284,Kerala
Road transport**,2011-12,2001208,Kerala
Road transport**,2012-13,2237489,Kerala
Road transport**,2013-14,2591554,Kerala
Road transport**,2014-15,2761427,Kerala
Road transport**,2015-16,2963818,Kerala
Water transport,2011-12,28281,Kerala
Water transport,2012-13,24400,Kerala
Water transport,2013-14,20105,Kerala
Water transport,2014-15,26956,Kerala
Water transport,2015-16,29934,Kerala
Air transport,2011-12,26891,Kerala
Air transport,2012-13,52009,Kerala
Air transport,2013-14,42831,Kerala
Air transport,2014-15,125029,Kerala
Air transport,2015-16,326208,Kerala
Services incidental to transport,2011-12,61793,Kerala
Services incidental to transport,2012-13,59010,Kerala
Services incidental to transport,2013-14,69440,Kerala
Services incidental to transport,2014-15,71567,Kerala
Services incidental to transport,2015-16,75275,Kerala
Storage,2011-12,3317,Kerala
Storage,2012-13,3736,Kerala
Storage,2013-14,2877,Kerala
Storage,2014-15,3290,Kerala
Storage,2015-16,3822,Kerala
Communication & services related to broadcasting,2011-12,578340,Kerala
Communication & services related to broadcasting,2012-13,614025,Kerala
Communication & services related to broadcasting,2013-14,754846,Kerala
Communication & services related to broadcasting,2014-15,884767,Kerala
Communication & services related to broadcasting,2015-16,1041695,Kerala
Financial services,2011-12,1430848,Kerala
Financial services,2012-13,1629698,Kerala
Financial services,2013-14,1853055,Kerala
Financial services,2014-15,2010306,Kerala
Financial services,2015-16,2180902,Kerala
"Real estate, ownership of dwelling & professional services",2011-12,4220948,Kerala
"Real estate, ownership of dwelling & professional services",2012-13,5223391,Kerala
"Real estate, ownership of dwelling & professional services",2013-14,6190742,Kerala
"Real estate, ownership of dwelling & professional services",2014-15,7287633,Kerala
"Real estate, ownership of dwelling & professional services",2015-16,8584749,Kerala
Public administration,2011-12,1585585,Kerala
Public administration,2012-13,1718357,Kerala
Public administration,2013-14,1874509,Kerala
Public administration,2014-15,2068915,Kerala
Public administration,2015-16,2306545,Kerala
Other services,2011-12,3965096,Kerala
Other services,2012-13,4503098,Kerala
Other services,2013-14,5035147,Kerala
Other services,2014-15,5728645,Kerala
Other services,2015-16,6503671,Kerala
"Agriculture, forestry and fishing",2011-12,9107231,Madhya_Pradesh
"Agriculture, forestry and fishing",2012-13,12640261,Madhya_Pradesh
"Agriculture, forestry and fishing",2013-14,14859567,Madhya_Pradesh
"Agriculture, forestry and fishing",2014-15,16235647,Madhya_Pradesh
"Agriculture, forestry and fishing",2015-16,17861367,Madhya_Pradesh
"Agriculture, forestry and fishing",2016-17,23308835,Madhya_Pradesh
Crops,2011-12,7333369,Madhya_Pradesh
Crops,2012-13,10540449,Madhya_Pradesh
Crops,2013-14,12457830,Madhya_Pradesh
Crops,2014-15,13216013,Madhya_Pradesh
Crops,2015-16,13958549,Madhya_Pradesh
Crops,2016-17,18661843,Madhya_Pradesh
Livestock,2011-12,897640,Madhya_Pradesh
Livestock,2012-13,1129978,Madhya_Pradesh
Livestock,2013-14,1363179,Madhya_Pradesh
Livestock,2014-15,1932769,Madhya_Pradesh
Livestock,2015-16,2745187,Madhya_Pradesh
Livestock,2016-17,3375141,Madhya_Pradesh
Forestry and logging,2011-12,811315,Madhya_Pradesh
Forestry and logging,2012-13,892627,Madhya_Pradesh
Forestry and logging,2013-14,943162,Madhya_Pradesh
Forestry and logging,2014-15,965588,Madhya_Pradesh
Forestry and logging,2015-16,1018504,Madhya_Pradesh
Forestry and logging,2016-17,1091337,Madhya_Pradesh
Fishing and aquaculture,2011-12,64907,Madhya_Pradesh
Fishing and aquaculture,2012-13,77207,Madhya_Pradesh
Fishing and aquaculture,2013-14,95396,Madhya_Pradesh
Fishing and aquaculture,2014-15,121277,Madhya_Pradesh
Fishing and aquaculture,2015-16,139127,Madhya_Pradesh
Fishing and aquaculture,2016-17,180514,Madhya_Pradesh
Mining and quarrying,2011-12,1171195,Madhya_Pradesh
Mining and quarrying,2012-13,1260187,Madhya_Pradesh
Mining and quarrying,2013-14,1548066,Madhya_Pradesh
Mining and quarrying,2014-15,1618373,Madhya_Pradesh
Mining and quarrying,2015-16,1686385,Madhya_Pradesh
Mining and quarrying,2016-17,1924216,Madhya_Pradesh
Manufacturing,2011-12,3828625,Madhya_Pradesh
Manufacturing,2012-13,4171724,Madhya_Pradesh
Manufacturing,2013-14,4018450,Madhya_Pradesh
Manufacturing,2014-15,4368833,Madhya_Pradesh
Manufacturing,2015-16,4730335,Madhya_Pradesh
Manufacturing,2016-17,5175608,Madhya_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,903127,Madhya_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,1011624,Madhya_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,1161616,Madhya_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,1272905,Madhya_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,1520303,Madhya_Pradesh
"Electricity, gas, water supply & other utility services",2016-17,1679614,Madhya_Pradesh
Construction,2011-12,3495447,Madhya_Pradesh
Construction,2012-13,3499404,Madhya_Pradesh
Construction,2013-14,4080463,Madhya_Pradesh
Construction,2014-15,4403151,Madhya_Pradesh
Construction,2015-16,4772101,Madhya_Pradesh
Construction,2016-17,5186891,Madhya_Pradesh
"Trade, repair, hotels and restaurants",2011-12,3378935,Madhya_Pradesh
"Trade, repair, hotels and restaurants",2012-13,4128368,Madhya_Pradesh
"Trade, repair, hotels and restaurants",2013-14,4714291,Madhya_Pradesh
"Trade, repair, hotels and restaurants",2014-15,5357515,Madhya_Pradesh
"Trade, repair, hotels and restaurants",2015-16,6237544,Madhya_Pradesh
"Trade, repair, hotels and restaurants",2016-17,6914838,Madhya_Pradesh
Trade & repair services,2011-12,3149375,Madhya_Pradesh
Trade & repair services,2012-13,3873696,Madhya_Pradesh
Trade & repair services,2013-14,4427944,Madhya_Pradesh
Trade & repair services,2014-15,5053625,Madhya_Pradesh
Trade & repair services,2015-16,5901007,Madhya_Pradesh
Trade & repair services,2016-17,6556695,Madhya_Pradesh
Hotels & restaurants,2011-12,229560,Madhya_Pradesh
Hotels & restaurants,2012-13,254672,Madhya_Pradesh
Hotels & restaurants,2013-14,286347,Madhya_Pradesh
Hotels & restaurants,2014-15,303890,Madhya_Pradesh
Hotels & restaurants,2015-16,336537,Madhya_Pradesh
Hotels & restaurants,2016-17,358143,Madhya_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,1831032,Madhya_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,2199650,Madhya_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,2505384,Madhya_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,2865802,Madhya_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,3329850,Madhya_Pradesh
"Transport, storage, communication & services related to broadcasting",2016-17,3806046,Madhya_Pradesh
Railways,2011-12,318912,Madhya_Pradesh
Railways,2012-13,436586,Madhya_Pradesh
Railways,2013-14,457608,Madhya_Pradesh
Railways,2014-15,498734,Madhya_Pradesh
Railways,2015-16,581300,Madhya_Pradesh
Railways,2016-17,617543,Madhya_Pradesh
Road transport,2011-12,949685,Madhya_Pradesh
Road transport,2012-13,1096094,Madhya_Pradesh
Road transport,2013-14,1209997,Madhya_Pradesh
Road transport,2014-15,1369235,Madhya_Pradesh
Road transport,2015-16,1538680,Madhya_Pradesh
Road transport,2016-17,1705112,Madhya_Pradesh
Water transport,2011-12,0,Madhya_Pradesh
Water transport,2012-13,0,Madhya_Pradesh
Water transport,2013-14,0,Madhya_Pradesh
Water transport,2014-15,0,Madhya_Pradesh
Water transport,2015-16,0,Madhya_Pradesh
Water transport,2016-17,0,Madhya_Pradesh
Air transport,2011-12,4209,Madhya_Pradesh
Air transport,2012-13,8197,Madhya_Pradesh
Air transport,2013-14,6141,Madhya_Pradesh
Air transport,2014-15,26746,Madhya_Pradesh
Air transport,2015-16,26745,Madhya_Pradesh
Air transport,2016-17,54206,Madhya_Pradesh
Services incidental to transport,2011-12,25479,Madhya_Pradesh
Services incidental to transport,2012-13,29362,Madhya_Pradesh
Services incidental to transport,2013-14,32489,Madhya_Pradesh
Services incidental to transport,2014-15,36694,Madhya_Pradesh
Services incidental to transport,2015-16,41412,Madhya_Pradesh
Services incidental to transport,2016-17,46101,Madhya_Pradesh
Storage,2011-12,18514,Madhya_Pradesh
Storage,2012-13,23059,Madhya_Pradesh
Storage,2013-14,26256,Madhya_Pradesh
Storage,2014-15,29012,Madhya_Pradesh
Storage,2015-16,33987,Madhya_Pradesh
Storage,2016-17,38059,Madhya_Pradesh
Communication & services related to broadcasting,2011-12,514233,Madhya_Pradesh
Communication & services related to broadcasting,2012-13,606352,Madhya_Pradesh
Communication & services related to broadcasting,2013-14,772893,Madhya_Pradesh
Communication & services related to broadcasting,2014-15,905381,Madhya_Pradesh
Communication & services related to broadcasting,2015-16,1107726,Madhya_Pradesh
Communication & services related to broadcasting,2016-17,1345025,Madhya_Pradesh
Financial services,2011-12,1593654,Madhya_Pradesh
Financial services,2012-13,1732129,Madhya_Pradesh
Financial services,2013-14,1920614,Madhya_Pradesh
Financial services,2014-15,1988794,Madhya_Pradesh
Financial services,2015-16,2384124,Madhya_Pradesh
Financial services,2016-17,2674933,Madhya_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,1639308,Madhya_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,1945857,Madhya_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,2279709,Madhya_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,2660123,Madhya_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,3085987,Madhya_Pradesh
"Real estate, ownership of dwelling & professional services",2016-17,3499140,Madhya_Pradesh
Public administration,2011-12,1629141,Madhya_Pradesh
Public administration,2012-13,1907083,Madhya_Pradesh
Public administration,2013-14,2164636,Madhya_Pradesh
Public administration,2014-15,2497321,Madhya_Pradesh
Public administration,2015-16,2873690,Madhya_Pradesh
Public administration,2016-17,3221560,Madhya_Pradesh
Other services,2011-12,1791096,Madhya_Pradesh
Other services,2012-13,2145512,Madhya_Pradesh
Other services,2013-14,2359317,Madhya_Pradesh
Other services,2014-15,2747805,Madhya_Pradesh
Other services,2015-16,3200937,Madhya_Pradesh
Other services,2016-17,3511083,Madhya_Pradesh
"Agriculture, forestry and fishing",2011-12,14517809,Maharashtra
"Agriculture, forestry and fishing",2012-13,15443212,Maharashtra
"Agriculture, forestry and fishing",2013-14,18586360,Maharashtra
"Agriculture, forestry and fishing",2014-15,16475655,Maharashtra
Crops,2011-12,9851618,Maharashtra
Crops,2012-13,10182217,Maharashtra
Crops,2013-14,13079162,Maharashtra
Crops,2014-15,10435121,Maharashtra
Livestock,2011-12,2855741,Maharashtra
Livestock,2012-13,3282569,Maharashtra
Livestock,2013-14,3499939,Maharashtra
Livestock,2014-15,3972829,Maharashtra
Forestry and logging,2011-12,1516574,Maharashtra
Forestry and logging,2012-13,1626793,Maharashtra
Forestry and logging,2013-14,1622060,Maharashtra
Forestry and logging,2014-15,1592564,Maharashtra
Fishing and aquaculture,2011-12,293875,Maharashtra
Fishing and aquaculture,2012-13,351634,Maharashtra
Fishing and aquaculture,2013-14,385199,Maharashtra
Fishing and aquaculture,2014-15,475141,Maharashtra
Mining and quarrying,2011-12,5649313,Maharashtra
Mining and quarrying,2012-13,5902340,Maharashtra
Mining and quarrying,2013-14,5205701,Maharashtra
Mining and quarrying,2014-15,5282727,Maharashtra
Manufacturing,2011-12,24603175,Maharashtra
Manufacturing,2012-13,28203191,Maharashtra
Manufacturing,2013-14,31267420,Maharashtra
Manufacturing,2014-15,33660294,Maharashtra
"Electricity, gas, water supply & other utility services",2011-12,2617289,Maharashtra
"Electricity, gas, water supply & other utility services",2012-13,2852444,Maharashtra
"Electricity, gas, water supply & other utility services",2013-14,4028665,Maharashtra
"Electricity, gas, water supply & other utility services",2014-15,4334702,Maharashtra
Construction,2011-12,7863028,Maharashtra
Construction,2012-13,8186890,Maharashtra
Construction,2013-14,8867104,Maharashtra
Construction,2014-15,9450211,Maharashtra
"Trade, repair, hotels and restaurants",2011-12,10560911,Maharashtra
"Trade, repair, hotels and restaurants",2012-13,12779220,Maharashtra
"Trade, repair, hotels and restaurants",2013-14,13826084,Maharashtra
"Trade, repair, hotels and restaurants",2014-15,15839100,Maharashtra
Trade & repair services,2011-12,9422900,Maharashtra
Trade & repair services,2012-13,11507640,Maharashtra
Trade & repair services,2013-14,12433410,Maharashtra
Trade & repair services,2014-15,14286902,Maharashtra
Hotels & restaurants,2011-12,1138011,Maharashtra
Hotels & restaurants,2012-13,1271580,Maharashtra
Hotels & restaurants,2013-14,1392674,Maharashtra
Hotels & restaurants,2014-15,1552198,Maharashtra
"Transport, storage, communication & services related to broadcasting",2011-12,6450024,Maharashtra
"Transport, storage, communication & services related to broadcasting",2012-13,7485340,Maharashtra
"Transport, storage, communication & services related to broadcasting",2013-14,8371252,Maharashtra
"Transport, storage, communication & services related to broadcasting",2014-15,9697246,Maharashtra
Railways,2011-12,598786,Maharashtra
Railways,2012-13,649139,Maharashtra
Railways,2013-14,686231,Maharashtra
Railways,2014-15,797933,Maharashtra
Road transport,2011-12,3122427,Maharashtra
Road transport,2012-13,3589076,Maharashtra
Road transport,2013-14,4065463,Maharashtra
Road transport,2014-15,4644123,Maharashtra
